ACC_X,ACC_Y,ACC_Z,GY_X,GY_Y,GY_Z
255,765,15838,7166,3315,-2225
-399,200,15316,7159,3582,-2245
510,-989,14846,7141,3575,-2117
52,-331,14567,7142,3319,-1977
-574,-295,14280,7151,2559,-1937
-371,-738,14559,7142,2295,-1857
255,-323,14316,7159,1535,-1881
255,-1108,14543,7164,1275,-1761
255,-1212,14061,6887,1275,-1705
8,-1610,15571,6901,1022,-1634
60,-678,15300,6885,767,-1497
-1236,208,15061,6909,255,-1219
-1738,765,16639,6893,-805,-730
-1738,765,16639,6893,-805,-589
-1355,128,16830,6903,-1089,-589
-1009,1020,17663,7158,-1473,-409
-1021,765,18364,7395,-2355,2
-881,1020,19133,7674,-2773,149
184,1020,19189,8447,-3122,167
1020,1789,19902,8670,-3921,242
510,1789,21165,8957,-4140,26
2044,2813,21500,9981,-4519,-359
1275,2295,22010,10463,-4961,-517
1530,3327,22460,11735,-5101,-610
765,2558,22189,12527,-5101,-705
1275,2558,22249,13263,-5057,-841
1279,3323,22775,14302,-4929,-1001
255,3837,22974,15350,-5061,-853
765,2813,21934,15851,-5281,-793
-849,3068,22269,16575,-5673,-505
-526,2040,21484,17663,-6403,48
-423,1279,20926,17918,-6754,510
-1001,765,20671,18623,-7137,765
36,1020,19380,18623,-7521,1021
-622,255,18615,18935,-7714,1530
765,765,18169,18687,-8097,1787
224,1275,16830,18687,-8065,2046
-646,1785,16077,18365,-8097,2044
255,1530,15611,18111,-7810,1785
255,2558,14535,17854,-7521,1785
-889,2813,14029,17851,-6531,1535
765,2550,13802,17855,-5953,1021
510,3060,14567,17663,-4710,767
765,3837,15045,17854,-4111,255
188,3068,15077,18111,-3682,95
-371,2558,15085,18107,-3089,-407
-1746,2805,15603,18615,-2913,-565
-1554,2558,14814,18943,-2674,-463
-1467,3068,14822,19199,-2465,-493
-1005,3060,14591,19127,-1714,-741
510,5116,14332,19381,-977,-961
1020,4861,14790,19707,510,-1123
1785,5359,15308,19903,1279,-1593
1279,5116,16894,20671,1789,-1610
1534,4845,16830,20990,2041,-1666
1785,4335,16830,21500,1785,-1690
3319,4606,17659,21695,1785,-1737
3837,4335,17149,22191,1530,-1881
3833,5885,17149,22267,1530,-2049
3578,5100,16894,22522,1534,-2101
3837,5371,16575,22951,1275,-1985
2044,5375,15826,23229,1021,-1985
2044,5359,15348,23215,255,-1537
1020,3582,14790,22783,146,-1305
255,2805,13005,22527,-1227,-961
-1307,3319,12021,21439,-1745,-443
-2216,2558,9949,20719,-3025,173
-1714,4084,9180,20149,-3395,511
-1618,4606,7913,18679,-3586,767
-821,4351,6909,18169,-3443,767
-1363,5375,6909,16830,-3057,767
-981,5100,8160,16382,-1985,511
-626,5881,9212,15858,-1618,255
-710,6383,9694,15846,-1013,255
-769,6383,10232,15571,-833,188
510,5869,10487,15607,-754,137
1534,6646,9977,15559,-491,-473
1279,8188,10965,15349,-337,-521
2044,4351,12017,12242,-989,255
510,4861,11989,15834,255,-1649
1530,9180,13515,18109,765,-518
2295,8957,11005,17151,255,87
1020,8188,10200,15595,-375,-443
255,7164,10487,13294,-829,-698
1020,7909,11260,13053,-1049,255
1534,7403,11260,13055,-1187,765
1275,6120,9981,13005,-1562,765
1020,5626,9180,12799,-1785,1023
56,6638,9435,12285,-2355,1022
765,6901,7164,12023,-2613,1021
255,8176,6391,11475,-2901,765
255,6399,7156,11005,-3377,767
1020,6630,6391,10718,-3650,765
2303,8415,5371,9691,-3745,767
1785,7156,5116,9214,-3841,765
1279,7148,5614,8671,-3953,767
1275,7395,4845,7399,-3746,765
1020,7925,6383,6655,-3411,1023
12,7929,4606,6120,-3171,1022
255,8176,4606,4863,-2913,1021
765,7403,6124,4591,-2305,1023
-391,8447,5865,4085,-1977,765
255,8172,6391,3323,-1570,1020
64,7650,7905,3068,-965,765
510,8702,8415,2807,-669,765
510,8925,8168,2295,-419,510
1279,9471,8447,2044,122,510
1020,8957,8702,2042,128,511
1020,9212,9439,2044,255,255
1275,9977,9435,1791,251,255
765,8925,8957,1785,255,255
2295,8957,8702,1785,255,218
765,8670,9180,1530,255,140
1275,8447,8415,1275,255,111
510,8447,8925,1279,255,144
510,8670,8447,1021,511,200
1279,9471,8415,1020,510,184
1275,9212,8925,765,511,153
1785,9212,8447,511,767,115
1275,9435,9439,255,1021,56
1530,9212,9690,255,1021,-309
1279,9180,9945,255,1275,-311
1789,9726,10495,511,1275,-349
765,10200,11005,510,1275,-469
1279,8925,10965,510,1279,-437
765,8670,10973,510,765,-507
1530,9212,10710,511,510,-457
1020,9435,11220,255,255,-321
1534,9439,10200,106,208,-361
1279,9467,10232,26,-477,0
2040,9726,10200,-471,-653,159
-522,9180,9694,-657,-793,236
160,8925,9467,-969,-949,255
510,8702,10232,-1202,-1385,255
-1100,9690,9212,-1513,-1610,767
765,8925,8702,-2149,-2017,767
255,9722,8670,-2566,-2213,1021
510,8670,7678,-3377,-2307,1279
232,8702,7678,-3825,-2515,1530
510,8957,7156,-4237,-2673,1785
255,8670,7423,-5130,-2645,1785
1020,8447,7921,-5513,-2817,2047
255,9180,7658,-6209,-2881,2045
255,8160,8670,-6467,-2837,2046
510,9726,8176,-6661,-2742,2041
510,9471,8176,-6917,-2547,2041
255,10455,9435,-6949,-2081,2046
765,10204,10204,-7077,-1921,1791
1020,9180,10487,-7041,-1451,1789
-283,8670,9945,-7141,-1369,2047
255,8447,9977,-7172,-1497,2295
1534,7909,9722,-7331,-1554,2040
1534,8415,9439,-7681,-1722,2040
1785,8160,9439,-7778,-2115,2047
1279,8164,8925,-8278,-2215,2303
1279,7654,9212,-8415,-2229,2046
2040,7909,9949,-8733,-2149,1785
1020,8415,10204,-8730,-2017,1787
510,8415,10455,-8778,-1849,1785
1789,8415,10487,-8902,-1538,1534
510,8172,9977,-8910,-1347,1787
1020,7654,10750,-9161,-1337,2040
255,6646,10487,-9281,-1289,2295
765,7148,10232,-9730,-1443,2295
1020,6630,9949,-10057,-1793,2559
510,6646,9180,-10629,-1913,2558
1020,6638,8415,-11077,-2196,2807
1020,6383,7674,-11476,-2292,3069
1275,6630,7156,-12424,-2369,3069
1275,5881,5626,-13061,-2337,3315
1020,5626,5375,-14536,-2549,3319
255,5614,4861,-15426,-2566,3582
255,5610,4088,-16898,-2657,3575
168,6136,5100,-17819,-2594,3835
1275,5116,4084,-19217,-2549,3827
1020,4351,5116,-19875,-2646,4080
765,3327,4351,-21634,-2833,4351
1020,3068,3829,-22536,-3571,4590
1279,3574,3582,-24321,-4065,4607
1534,2558,3574,-25361,-4869,4607
2550,3068,4606,-26129,-5164,4847
3060,3319,5881,-27650,-5227,4607
2558,4080,7411,-28162,-5226,4335
2303,3327,8957,-28801,-5419,4082
2813,2295,10200,-29063,-5611,4082
2044,1275,10455,-29445,-6209,4086
2813,1534,10965,-29577,-6533,4080
3825,3327,11252,-29700,-6850,3835
4080,5116,13531,-29449,-6785,3315
3327,4861,14798,-28433,-5833,3062
4335,5610,19380,-27667,-5005,2043
4335,6136,21484,-25345,-3539,1789
4590,6654,22444,-22821,-2806,1020
4351,5885,24293,-21634,-1809,765
5375,5359,26301,-18225,-741,1021
5375,5359,26301,-18225,-741,1023
5630,6885,26110,-17185,156,765
5626,6909,25596,-14850,1279,255
5359,8702,23990,-13571,1791,-585
5375,7140,24799,-11265,2559,-937
5355,5614,23799,-10391,3574,-1147
7909,3315,20655,-9165,4335,-1235
7909,3315,20655,-9165,4335,-1185
7666,3315,18878,-9244,4847,-1220
7650,3570,16320,-9475,5102,-1265
6136,2040,14798,-10261,5375,-1147
5355,2295,13308,-11009,5631,-1059
4084,1785,11260,-12609,5630,-1035
2558,2040,9435,-13444,5883,-1057
2295,2295,8164,-15233,5883,-1001
2813,2813,6893,-16129,6121,-853
3327,3825,6909,-18741,6383,-1035
3323,8670,13774,-20911,10742,-2050
765,9180,16340,-24353,13005,-4801
-1538,5610,16575,-24481,16101,-6181
-2339,2303,16830,-22281,16830,-5921
510,510,14838,-21166,17595,-4809
1789,765,15093,-20641,17919,-4138
2044,510,17149,-21249,18109,-3234
1020,-973,17850,-22563,16894,-2674
4,255,17850,-22401,15863,-1523
255,2295,19189,-22050,13775,-1021
255,1279,19894,-21795,12495,-431
220,510,19639,-21034,10455,255
765,255,19125,-20771,9467,1021
510,1275,19444,-20401,8671,1275
765,1534,18679,-20225,6909,1791
-327,510,17599,-20257,6126,2559
48,2558,17149,-20369,5102,2805
-726,2295,17663,-20482,4607,2815
-1698,1530,18687,-20113,4082,2813
-801,-933,17404,-19761,2805,3829
510,765,18173,-18961,2303,3833
765,2558,17850,-18563,1275,3315
765,2295,17659,-17707,767,3319
1020,255,17149,-17425,255,3070
2044,765,16830,-17033,222,2807
2805,-538,15583,-16257,60,2815
1785,196,15053,-15938,-391,2550
1020,-857,14567,-15681,-443,2558
765,510,14559,-15683,25,2303
-698,510,14312,-15617,152,1530
255,-399,14575,-15363,248,1279
510,72,14057,-15301,255,767
510,510,14316,-15173,255,511
-562,765,14312,-15041,510,510
-1060,510,15555,-14401,1791,255
-949,164,15850,-13316,2295,46
64,144,16894,-11137,3070,9
92,-566,15559,-10121,3323,-273
